"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","call-function","0","3","0.0-0.0","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","","","","","","","","","","","",""
"","survey-text","1","9914","0.0-1.0","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","9908","{""Q0"":""10""}","","","","","","","","","",""
"","instructions","2","141324","0.0-2.0","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","131408","","[{""page_index"":0,""viewing_time"":131407}]","","","","","","","","",""
"","call-function","3","141324","0.0-3.0","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","","","","","","","","","","","",""
"","html-voicekey-response","4","146120","0.0-4.0-0.0","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","2940.0450000010374","","","1558013833965","1","","Magdeburg","[]","Magdeburg","true","true","4191.355000002659"
"","html-voicekey-response","5","150919","0.0-4.1-0.1","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","3185.4199999996404","","","1558013838762","1","","Magdeburg","[]","Magdeburg","true","false","4194.494999999733"
"","html-voicekey-response","6","155019","0.0-4.2-0.2","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","2471.6300000016695","","","1558013843559","2","","Berlin","[]","Berlin","true","true","3497.6750000023458"
"","html-voicekey-response","7","158326","0.0-4.3-0.3","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","1813.9249999965891","","","1558013847659","2","","Berlin","[]","Berlin","true","false","2705.95499999763"
"","html-voicekey-response","8","162277","0.0-4.4-0.4","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","1739.6949999982376","","","1558013850966","3","","Ingolstadt","[]","Ingolstadt","true","true","3348.3649999980116"
"","html-voicekey-response","9","166377","0.0-4.5-0.5","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","1738.6649999987917","","","1558013854917","4","","Würzburg","[]","Würzburg","true","true","3497.204999999667"
"","html-voicekey-response","10","173734","0.0-4.6-0.6","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","5212.980000001908","","","1558013859017","3","","Ingolstadt","[]","Ingolstadt","true","false","6754.820000001928"
"","html-voicekey-response","11","177718","0.0-4.7-0.7","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","1921.295000001765","","","1558013866374","4","","Würzburg","[]","Würzburg","true","false","3380.7850000011967"
"","html-voicekey-response","12","181527","0.0-4.8-0.8","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","2383.5149999993796","","","1558013870358","5","","Aachen","[]","Aachen","true","true","3207.2750000006636"
"","html-voicekey-response","13","185361","0.0-4.9-0.9","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","1539.919999997283","","","1558013874167","6","","Dresden","[]","Dresden","true","true","3231.6199999986566"
"","html-voicekey-response","14","190929","0.0-4.10-0.10","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","4205.715000001719","","","1558013878001","5","","Aachen","[]","Aachen","true","false","4964.680000000953"
"","html-voicekey-response","15","200986","0.0-4.11-0.11","dgazn7r6sxfuvau","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","10","4229.014999998826","","","1558013883569","6","","","[]","Dresden","false","false","6054.979999997158"
