"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","call-function","0","4","0.0-0.0","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","","","","","","","","","","","",""
"","survey-text","1","3286","0.0-1.0","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","3280","{""Q0"":""26""}","","","","","","","","","",""
"","instructions","2","4432","0.0-2.0","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","1145","","[{""page_index"":0,""viewing_time"":1145}]","","","","","","","","",""
"","call-function","3","4433","0.0-3.0","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","","","","","","","","","","","",""
"","html-voicekey-response","4","11549","0.0-4.0-0.0","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","4653.949999987008","","","1559722295293","1","","Magdeburg","[]","Magdeburg","true","true","6511.115000001155"
"","html-voicekey-response","5","16698","0.0-4.1-0.1","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","3951.9400000079536","","","1559722302410","1","","Magdeburg","[]","Magdeburg","true","false","4544.315000006463"
"","html-voicekey-response","6","19420","0.0-4.2-0.2","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","1577.9099999725354","","","1559722307557","2","","Berlin","[]","Berlin","true","true","2119.879999983823"
"","html-voicekey-response","7","21753","0.0-4.3-0.3","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","1055.914999984298","","","1559722310279","2","","Berlin","[]","Berlin","true","false","1730.8649999904446"
"","html-voicekey-response","8","25620","0.0-4.4-0.4","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","2239.349999997858","","","1559722312612","3","","Ingolstadt","[]","Ingolstadt","true","true","3264.9600000004284"
"","html-voicekey-response","9","29459","0.0-4.5-0.5","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","2372.394999992894","","","1559722316480","4","","Würzburg","[]","Würzburg","true","true","3236.369999998715"
"","html-voicekey-response","10","32058","0.0-4.6-0.6","5mzqhtpbjr5upge","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","26","1289.8300000031945","","","1559722320318","3","","Ingolstadt","[]","Ingolstadt","true","false","1997.1150000055786"
