"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","call-function","0","11","0.0-0.0","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","","","","","","","","","","","",""
"","survey-text","1","6879","0.0-1.0","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","6866","{""Q0"":""13""}","","","","","","","","","",""
"","instructions","2","93230","0.0-2.0","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","86350","","[{""page_index"":0,""viewing_time"":86349}]","","","","","","","","",""
"","call-function","3","93230","0.0-3.0","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","","","","","","","","","","","",""
"","html-voicekey-response","4","96013","0.0-4.0-0.0","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","927.7200000013457","","","1558336948745","1","","Magdeburg","[]","Magdeburg","true","true","2178.524999995716"
"","html-voicekey-response","5","100062","0.0-4.1-0.1","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2717.7150000005263","","","1558336951529","1","","Magdeburg","[]","Magdeburg","true","false","3443.2900000101654"
"","html-voicekey-response","6","103694","0.0-4.2-0.2","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2088.525000008149","","","1558336955575","2","","Berlin","[]","Berlin","true","true","3029.8900000052527"
"","html-voicekey-response","7","107403","0.0-4.3-0.3","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2373.020000008028","","","1558336959207","2","","Berlin","[]","Berlin","true","false","3106.7049999983283"
"","html-voicekey-response","8","111403","0.0-4.4-0.4","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2205.929999990831","","","1558336962916","3","","Ingolstadt","[]","Ingolstadt","true","true","3398.300000000745"
"","html-voicekey-response","9","117454","0.0-4.5-0.5","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","4405.154999994766","","","1558336966917","4","","Würzburg","[]","Würzburg","true","true","5447.620000006282"
"","html-voicekey-response","10","120365","0.0-4.6-0.6","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","1583.1449999912643","","","1558336972967","3","","Ingolstadt","[]","Ingolstadt","true","false","2308.6550000007264"
"","html-voicekey-response","11","132267","0.0-4.7-0.7","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","6855.919999996177","","","1558336975878","4","","","[]","Würzburg","false","false","7898.430000001099"
"","html-voicekey-response","12","135191","0.0-4.8-0.8","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","1495.8999999888242","","","1558336987780","5","","Aachen","[]","Aachen","true","true","2321.4650000008987"
"","html-voicekey-response","13","137775","0.0-4.9-0.9","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","1271.4549999889919","","","1558336990704","1","","Magdeburg","[]","Magdeburg","true","false","1981.2949999904959"
"","html-voicekey-response","14","145048","0.0-4.10-0.10","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2203.8850000042935","","","1558336993288","5","","","[]","Aachen","false","false","3270.4300000041258"
"","html-voicekey-response","15","147281","0.0-4.11-0.11","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","989.4650000004098","","","1558337000561","2","","Berlin","[]","Berlin","true","false","1630.9949999995297"
"","html-voicekey-response","16","150515","0.0-4.12-0.12","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","1422.4249999914086","","","1558337002795","6","","Dresden","[]","Dresden","true","true","2631.8000000028405"
"","html-voicekey-response","17","154074","0.0-4.13-0.13","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2263.4800000031014","","","1558337006029","7","","Erfurt","[]","Erfurt","true","true","2956.1550000071293"
"","html-voicekey-response","18","157706","0.0-4.14-0.14","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","2188.074999992596","","","1558337009587","6","","Dresden","[]","Dresden","true","false","3030.335000003106"
"","html-voicekey-response","19","162451","0.0-4.15-0.15","ac9vf15jdlz5bd1","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","13","3538.95500000529","","","1558337013220","7","","Erfurt","[]","Erfurt","true","false","4142.149999999674"
