"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","call-function","0","6","0.0-0.0","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","","","","","","","","","","","",""
"","survey-text","1","171412","0.0-1.0","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","171405","{""Q0"":""15""}","","","","","","","","","",""
"","instructions","2","297039","0.0-2.0","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","125626","","[{""page_index"":0,""viewing_time"":125626}]","","","","","","","","",""
"","call-function","3","297040","0.0-3.0","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","","","","","","","","","","","",""
"","html-voicekey-response","4","300615","0.0-4.0-0.0","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","1161.4899999997929","","","1558354594770","1","","Magdeburg","[]","Magdeburg","true","true","2972.7749999997322"
"","html-voicekey-response","5","304447","0.0-4.1-0.1","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","2636.765000000049","","","1558354598346","1","","Magdeburg","[]","Magdeburg","true","false","3229.2099999999627"
"","html-voicekey-response","6","307214","0.0-4.2-0.2","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","1656.3600000002539","","","1558354602177","2","","Berlin","[]","Berlin","true","true","2165.080000000249"
"","html-voicekey-response","7","310237","0.0-4.3-0.3","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","1872.5849999999396","","","1558354604944","2","","Berlin","[]","Berlin","true","false","2421.635000000184"
"","html-voicekey-response","8","313505","0.0-4.4-0.4","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","1590.080000000226","","","1558354607967","3","","Ingolstadt","[]","Ingolstadt","true","true","2666.225000000384"
"","html-voicekey-response","9","317021","0.0-4.5-0.5","6z3euo9s2zb2tz9","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","15","1805.2849999997766","","","1558354611235","4","","Würzburg","[]","Würzburg","true","true","2913.78999999963"
