"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","call-function","0","3","0.0-0.0","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","","","","","","","","","","","",""
"","survey-text","1","7760","0.0-1.0","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","7755","{""Q0"":""22""}","","","","","","","","","",""
"","instructions","2","161883","0.0-2.0","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","154121","","[{""page_index"":0,""viewing_time"":154121}]","","","","","","","","",""
"","call-function","3","161883","0.0-3.0","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","","","","","","","","","","","",""
"","html-voicekey-response","4","165377","0.0-4.0-0.0","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","100","","","1559121450694","1","","Magdeburg","[]","Magdeburg","true","true","2888.0299999982526"
"","html-voicekey-response","5","170497","0.0-4.1-0.1","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","3872.075000000978","","","1559121454191","1","","Magdeburg","[]","Magdeburg","true","false","4514.3000000025495"
"","html-voicekey-response","6","174279","0.0-4.2-0.2","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","2287.270000002382","","","1559121459308","2","","Berlin","[]","Berlin","true","true","3179.4750000008207"
"","html-voicekey-response","7","176571","0.0-4.3-0.3","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","1013.0250000018626","","","1559121463091","2","","Berlin","[]","Berlin","true","false","1689.024999999674"
"","html-voicekey-response","8","180037","0.0-4.4-0.4","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","1904.8299999975193","","","1559121465382","3","","Ingolstadt","[]","Ingolstadt","true","true","2864.2299999992247"
"","html-voicekey-response","9","183420","0.0-4.5-0.5","a8oa198p59h6p7d","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.169 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","22","1921.6249999970664","","","1559121468849","4","","Würzburg","[]","Würzburg","true","true","2779.9899999990885"
