"value","trial_type","trial_index","time_elapsed","internal_node_id","subject","browser_info","participant_number","rt","responses","view_history","presentation_start_time","id","text","response","keypresses","answer","correct","study","experimenter_rt"
"","call-function","0","7","0.0-0.0","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","","","","","","","","","","","",""
"","survey-text","1","3954","0.0-1.0","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","3944","{""Q0"":""8""}","","","","","","","","","",""
"","instructions","2","97384","0.0-2.0","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","93430","","[{""page_index"":0,""viewing_time"":93430}]","","","","","","","","",""
"","call-function","3","97385","0.0-3.0","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","","","","","","","","","","","",""
"","html-voicekey-response","4","100588","0.0-4.0-0.0","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","425.1349999993457","","","1558001147979","1","","Magdeburg","[]","Magdeburg","true","true","2600.5649999988236"
"","html-voicekey-response","5","104855","0.0-4.1-0.1","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","2885.5849999998377","","","1558001151185","1","","Magdeburg","[]","Magdeburg","true","false","3661.3849999994272"
"","html-voicekey-response","6","108171","0.0-4.2-0.2","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1621.8399999996386","","","1558001155449","2","","Berlin","[]","Berlin","true","true","2714.0550000003714"
"","html-voicekey-response","7","113295","0.0-4.3-0.3","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","3995.9750000014815","","","1558001158766","2","","Berlin","[]","Berlin","true","false","4521.2850000007165"
"","html-voicekey-response","8","118395","0.0-4.4-0.4","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","3589.3749999994093","","","1558001163889","3","","Ingolstadt","[]","Ingolstadt","true","true","4498.164999999062"
"","html-voicekey-response","9","121870","0.0-4.5-0.5","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","2163.954999999833","","","1558001168989","4","","Würzburg","[]","Würzburg","true","true","2871.629999999641"
"","html-voicekey-response","10","125319","0.0-4.6-0.6","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1738.580000000939","","","1558001172464","3","","Ingolstadt","[]","Ingolstadt","true","false","2847.4050000004354"
"","html-voicekey-response","11","128053","0.0-4.7-0.7","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1373.1050000004238","","","1558001175913","4","","Würzburg","[]","Würzburg","true","false","2131.5300000005664"
"","html-voicekey-response","12","136461","0.0-4.8-0.8","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","6955.469999998828","","","1558001178647","5","","Aachen","[]","Aachen","true","true","7805.604999999559"
"","html-voicekey-response","13","139344","0.0-4.9-0.9","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1538.8949999995298","","","1558001187055","6","","Dresden","[]","Dresden","true","true","2281.184999999823"
"","html-voicekey-response","14","142336","0.0-4.10-0.10","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1546.1599999997184","","","1558001189939","5","","Aachen","[]","Aachen","true","false","2388.0949999984296"
"","html-voicekey-response","15","145185","0.0-4.11-0.11","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1420.7999999997032","","","1558001192930","6","","Dresden","[]","Dresden","true","false","2247.1050000003597"
"","html-voicekey-response","16","151787","0.0-4.12-0.12","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","5339.214999999798","","","1558001195779","1","","Magdeburg","[]","Magdeburg","true","false","5997.91999999978"
"","html-voicekey-response","17","154327","0.0-4.13-0.13","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1211.3250000000467","","","1558001202382","2","","Berlin","[]","Berlin","true","false","1936.3050000010699"
"","html-voicekey-response","18","157460","0.0-4.14-0.14","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1755.6050000001328","","","1558001204921","7","","Erfurt","[]","Erfurt","true","true","2530.7750000011"
"","html-voicekey-response","19","160626","0.0-4.15-0.15","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1889.7650000015624","","","1558001208054","8","","Gotha","[]","Gotha","true","true","2564.525000001595"
"","html-voicekey-response","20","168010","0.0-4.16-0.16","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","6204.330000000342","","","1558001211221","7","","Erfurt","[]","Erfurt","true","false","6781.15500000061"
"","html-voicekey-response","21","171793","0.0-4.17-0.17","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1688.3999999989232","","","1558001218604","8","","Gotha","[]","Gotha","true","false","3181.160000000091"
"","html-voicekey-response","22","177027","0.0-4.18-0.18","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","Infinity","","","1558001222388","3","","Ingolstadt","[]","Ingolstadt","true","false","4630.745000000374"
"","html-voicekey-response","23","179683","0.0-4.19-0.19","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1288.1049999994634","","","1558001227621","4","","Würzburg","[]","Würzburg","true","false","2054.5199999996694"
"","html-voicekey-response","24","182967","0.0-4.20-0.20","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1854.8000000008383","","","1558001230278","9","","München","[]","München","true","true","2681.435000000405"
"","html-voicekey-response","25","185967","0.0-4.21-0.21","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1371.0399999998394","","","1558001233562","1","","Magdeburg","[]","Magdeburg","true","false","2397.290000000794"
"","html-voicekey-response","26","201816","0.0-4.22-0.22","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","14388.255000001494","","","1558001236562","9","","München","[]","München","true","false","15246.150000000838"
"","html-voicekey-response","27","204798","0.0-4.23-0.23","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1469.3100000002364","","","1558001252411","6","","Dresden","[]","Dresden","true","false","2378.550000001269"
"","html-voicekey-response","28","207515","0.0-4.24-0.24","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1387.8800000000688","","","1558001255392","5","","Aachen","[]","Aachen","true","false","2113.7349999989965"
"","html-voicekey-response","29","210215","0.0-4.25-0.25","x6o4fxoxq8j796l","{""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""on_chrome"":true,""on_mobile"":false,""language"":""en-US"",""screen_resolution"":[1440,900],""platform"":""MacIntel"",""timezone"":""Europe/Berlin""}","8","1236.6350000009757","","","1558001258111","7","","Erfurt","[]","Erfurt","true","false","2095.274999999674"
